image_id,filename,filepath,true_class,model,predicted_class,confidence,failure_type,selection_reason,target_layer,gradcam_filepath
238,glioma/Te-gl_313.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_313.jpg,glioma,EfficientNetB0,notumor,0.86767578125,shared_failure,All 3 models misclassified this image,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img238_shared_failure.png
217,glioma/Te-gl_295.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_295.jpg,glioma,VGG16,meningioma,0.76171875,shared_failure,All 3 models misclassified this image,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img217_shared_failure.png
217,glioma/Te-gl_295.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_295.jpg,glioma,ResNet50,notumor,0.51904296875,shared_failure,All 3 models misclassified this image,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img217_shared_failure.png
217,glioma/Te-gl_295.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_295.jpg,glioma,EfficientNetB0,meningioma,0.7080078125,shared_failure,All 3 models misclassified this image,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img217_shared_failure.png
126,glioma/Te-gl_212.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_212.jpg,glioma,VGG16,meningioma,0.931640625,shared_failure,All 3 models misclassified this image,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img126_shared_failure.png
126,glioma/Te-gl_212.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_212.jpg,glioma,ResNet50,meningioma,0.9951171875,shared_failure,All 3 models misclassified this image,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img126_shared_failure.png
126,glioma/Te-gl_212.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_212.jpg,glioma,EfficientNetB0,meningioma,0.97998046875,shared_failure,All 3 models misclassified this image,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img126_shared_failure.png
97,glioma/Te-gl_187.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_187.jpg,glioma,VGG16,meningioma,0.74072265625,shared_failure,All 3 models misclassified this image,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img97_shared_failure.png
97,glioma/Te-gl_187.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_187.jpg,glioma,ResNet50,meningioma,0.8828125,shared_failure,All 3 models misclassified this image,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img97_shared_failure.png
97,glioma/Te-gl_187.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_187.jpg,glioma,EfficientNetB0,meningioma,0.82763671875,shared_failure,All 3 models misclassified this image,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img97_shared_failure.png
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,VGG16,meningioma,0.87890625,shared_failure,All 3 models misclassified this image,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img68_shared_failure.png
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,ResNet50,pituitary,0.9453125,shared_failure,All 3 models misclassified this image,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img68_shared_failure.png
68,glioma/Te-gl_160.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_160.jpg,glioma,EfficientNetB0,meningioma,0.95166015625,shared_failure,All 3 models misclassified this image,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img68_shared_failure.png
374,glioma/Te-gl_76.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_76.jpg,glioma,VGG16,meningioma,1.0,shared_failure,All 3 models misclassified this image,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img374_shared_failure.png
374,glioma/Te-gl_76.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_76.jpg,glioma,ResNet50,meningioma,0.7744140625,shared_failure,All 3 models misclassified this image,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img374_shared_failure.png
374,glioma/Te-gl_76.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_76.jpg,glioma,EfficientNetB0,meningioma,0.53662109375,shared_failure,All 3 models misclassified this image,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img374_shared_failure.png
18,glioma/Te-gl_115.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_115.jpg,glioma,VGG16,meningioma,0.7001953125,shared_failure,All 3 models misclassified this image,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img18_shared_failure.png
18,glioma/Te-gl_115.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_115.jpg,glioma,ResNet50,meningioma,0.7373046875,shared_failure,All 3 models misclassified this image,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img18_shared_failure.png
18,glioma/Te-gl_115.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_115.jpg,glioma,EfficientNetB0,meningioma,0.46240234375,shared_failure,All 3 models misclassified this image,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img18_shared_failure.png
394,glioma/Te-gl_94.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_94.jpg,glioma,VGG16,pituitary,0.95947265625,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img394_model_specific_failure.png
13,glioma/Te-gl_110.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_110.jpg,glioma,VGG16,meningioma,0.54638671875,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img13_model_specific_failure.png
3,glioma/Te-gl_101.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_101.jpg,glioma,VGG16,pituitary,0.82763671875,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img3_model_specific_failure.png
87,glioma/Te-gl_178.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_178.jpg,glioma,VGG16,meningioma,0.7802734375,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img87_model_specific_failure.png
84,glioma/Te-gl_175.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_175.jpg,glioma,VGG16,meningioma,0.85205078125,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img84_model_specific_failure.png
327,glioma/Te-gl_394.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_394.jpg,glioma,VGG16,pituitary,0.64208984375,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img327_model_specific_failure.png
79,glioma/Te-gl_170.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_170.jpg,glioma,VGG16,meningioma,0.7802734375,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img79_model_specific_failure.png
129,glioma/Te-gl_215.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_215.jpg,glioma,VGG16,meningioma,0.474853515625,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img129_model_specific_failure.png
446,meningioma/Te-aug-me_48.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_48.jpg,meningioma,VGG16,pituitary,0.73046875,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img446_model_specific_failure.png
1445,pituitary/Te-pi_32.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_32.jpg,pituitary,VGG16,glioma,0.5322265625,model_specific_failure,Only VGG16 misclassified while others correct,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img1445_model_specific_failure.png
1541,pituitary/Te-pi_46.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_46.jpg,pituitary,ResNet50,glioma,0.88330078125,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img1541_model_specific_failure.png
381,glioma/Te-gl_82.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_82.jpg,glioma,ResNet50,meningioma,0.564453125,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img381_model_specific_failure.png
22,glioma/Te-gl_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_119.jpg,glioma,ResNet50,meningioma,0.5625,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img22_model_specific_failure.png
494,meningioma/Te-aug-me_91.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_91.jpg,meningioma,ResNet50,pituitary,0.88134765625,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img494_model_specific_failure.png
459,meningioma/Te-aug-me_6.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_6.jpg,meningioma,ResNet50,glioma,0.73291015625,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img459_model_specific_failure.png
736,meningioma/Te-me_41.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_41.jpg,meningioma,ResNet50,pituitary,0.595703125,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img736_model_specific_failure.png
347,glioma/Te-gl_51.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_51.jpg,glioma,ResNet50,meningioma,0.8359375,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img347_model_specific_failure.png
550,meningioma/Te-me_141.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_141.jpg,meningioma,ResNet50,glioma,0.5576171875,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img550_model_specific_failure.png
69,glioma/Te-gl_161.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_161.jpg,glioma,ResNet50,pituitary,0.6748046875,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img69_model_specific_failure.png
548,meningioma/Te-me_14.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_14.jpg,meningioma,ResNet50,glioma,0.775390625,model_specific_failure,Only ResNet50 misclassified while others correct,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img548_model_specific_failure.png
698,meningioma/Te-me_275.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_275.jpg,meningioma,EfficientNetB0,glioma,0.84130859375,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img698_model_specific_failure.png
91,glioma/Te-gl_181.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_181.jpg,glioma,EfficientNetB0,meningioma,0.63037109375,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img91_model_specific_failure.png
6,glioma/Te-gl_104.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_104.jpg,glioma,EfficientNetB0,meningioma,0.50634765625,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img6_model_specific_failure.png
778,meningioma/Te-me_8.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_8.jpg,meningioma,EfficientNetB0,notumor,0.5341796875,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img778_model_specific_failure.png
263,glioma/Te-gl_336.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_336.jpg,glioma,EfficientNetB0,meningioma,0.76513671875,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img263_model_specific_failure.png
232,glioma/Te-gl_308.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_308.jpg,glioma,EfficientNetB0,meningioma,0.6064453125,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img232_model_specific_failure.png
223,glioma/Te-gl_30.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_30.jpg,glioma,EfficientNetB0,meningioma,0.6337890625,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img223_model_specific_failure.png
105,glioma/Te-gl_194.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_194.jpg,glioma,EfficientNetB0,meningioma,0.595703125,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img105_model_specific_failure.png
1448,pituitary/Te-pi_322.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/pituitary/Te-pi_322.jpg,pituitary,EfficientNetB0,glioma,0.60791015625,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img1448_model_specific_failure.png
60,glioma/Te-gl_153.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_153.jpg,glioma,EfficientNetB0,meningioma,0.970703125,model_specific_failure,Only EfficientNetB0 misclassified while others correct,top_conv,/kaggle/working/results/explainability/gradcam/EfficientNetB0/img60_model_specific_failure.png
347,glioma/Te-gl_51.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_51.jpg,glioma,VGG16,glioma,0.7060546875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img347_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
347,glioma/Te-gl_51.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_51.jpg,glioma,ResNet50,meningioma,0.8359375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img347_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
22,glioma/Te-gl_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_119.jpg,glioma,VGG16,glioma,0.994140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img22_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
22,glioma/Te-gl_119.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_119.jpg,glioma,ResNet50,meningioma,0.5625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img22_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
535,meningioma/Te-me_128.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_128.jpg,meningioma,VGG16,meningioma,0.99609375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img535_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
535,meningioma/Te-me_128.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_128.jpg,meningioma,ResNet50,pituitary,0.6015625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img535_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
495,meningioma/Te-aug-me_92.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_92.jpg,meningioma,VGG16,meningioma,0.69775390625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img495_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
495,meningioma/Te-aug-me_92.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_92.jpg,meningioma,ResNet50,pituitary,0.6630859375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img495_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
494,meningioma/Te-aug-me_91.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_91.jpg,meningioma,VGG16,meningioma,0.68212890625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img494_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
494,meningioma/Te-aug-me_91.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-aug-me_91.jpg,meningioma,ResNet50,pituitary,0.88134765625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img494_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
381,glioma/Te-gl_82.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_82.jpg,glioma,VGG16,glioma,0.62255859375,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img381_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
381,glioma/Te-gl_82.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_82.jpg,glioma,ResNet50,meningioma,0.564453125,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img381_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
625,meningioma/Te-me_209.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_209.jpg,meningioma,VGG16,meningioma,0.9462890625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img625_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
625,meningioma/Te-me_209.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_209.jpg,meningioma,ResNet50,pituitary,0.56982421875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img625_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
107,glioma/Te-gl_196.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_196.jpg,glioma,VGG16,glioma,0.88671875,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img107_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
107,glioma/Te-gl_196.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/glioma/Te-gl_196.jpg,glioma,ResNet50,meningioma,0.66259765625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img107_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
557,meningioma/Te-me_148.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_148.jpg,meningioma,VGG16,meningioma,0.869140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img557_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
557,meningioma/Te-me_148.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_148.jpg,meningioma,ResNet50,glioma,0.75244140625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,conv5_block3_3_conv,/kaggle/working/results/explainability/gradcam/ResNet50/img557_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
740,meningioma/Te-me_45.jpg,/kaggle/input/datasets/masoudnickparvar/brain-tumor-mri-dataset/Testing/meningioma/Te-me_45.jpg,meningioma,VGG16,meningioma,0.87353515625,pairwise_A_correct_B_wrong_VGG16_vs_ResNet50,VGG16 vs ResNet50: A correct B wrong,block5_conv3,/kaggle/working/results/explainability/gradcam/VGG16/img740_pairwise_A_correct_B_wrong_VGG16_vs_ResNet50.png
